id,emp_no,first_name,last_name,title,from_date,salary
18194,108053,Abdelghani,Nilsson,Senior Staff,2002-05-11,76316
40195,419543,Abdelghani,Nitsch,Senior Staff,1995-03-27,63547
34999,290946,Abdelghani,Reutenauer,Senior Staff,1998-11-30,72590
19001,202446,Abdelghani,Rouquie,Engineer,1998-01-09,62097
28940,258003,Abdelghani,Rubsam,Staff,1996-09-26,67536
52549,488068,Abdelghani,Sabnani,Senior Staff,1996-04-09,93207
33543,283209,Abdelghani,Seiwald,Senior Staff,1993-06-20,74913
41923,429211,Abdelghani,Tchuente,Senior Engineer,1992-11-20,40000
12925,79972,Abdelghani,Thummel,Senior Staff,1996-06-03,40000
34267,286921,Abdelghani,Turnbull,Senior Engineer,1993-01-19,43422
54184,496882,Abdelghani,Vural,Staff,1996-06-16,56434
30167,264390,Abdelghani,Waeselynck,Senior Staff,1993-03-15,91248
5838,41674,Abdelghani,Yemenis,Senior Engineer,1990-03-10,40000
24306,231876,Abdelkader,Akazan,Senior Staff,2000-02-14,40000
30452,265903,Abdelkader,Angelov,Senior Staff,1995-05-28,49831
4003,31594,Abdelkader,Birta,Senior Staff,1998-09-05,40000
40010,418553,Abdelkader,Caine,Senior Engineer,1996-02-20,46156
46034,452576,Abdelkader,Chvatal,Senior Staff,1990-09-17,48631
20647,211510,Abdelkader,Demir,Senior Engineer,1994-08-10,40000
46242,453759,Abdelkader,Desikan,Senior Engineer,1993-11-28,80329
32099,275126,Abdelkader,Dichev,Senior Staff,1993-12-21,56868
37826,406343,Abdelkader,Ecklund,Senior Engineer,2001-11-09,40000
40100,418991,Abdelkader,Emden,Senior Engineer,1991-02-27,40000
31578,272281,Abdelkader,Fairtlough,Senior Engineer,2001-02-24,40000
20861,212799,Abdelkader,Falby,Senior Engineer,1995-06-14,40000
7422,50234,Abdelkader,Felder,Senior Engineer,1993-12-14,40000
39832,417477,Abdelkader,Gadepally,Staff,1999-10-18,40000
10788,68552,Abdelkader,Gronowski,Senior Staff,1997-03-13,40000
10152,65045,Abdelkader,Koshiba,Senior Engineer,1985-08-08,44054
223,11295,Abdelkader,Lanzelotte,Senior Staff,1990-05-15,66622
43140,436372,Abdelkader,Leslie,Senior Staff,1994-10-19,45073
11039,69928,Abdelkader,Nourani,Senior Staff,2000-04-09,40000
6356,44616,Abdelkader,Pettis,Senior Staff,1988-08-31,40000
35295,292618,Abdelkader,Salverda,Senior Engineer,1988-01-10,58484
12517,77689,Abdelkader,Swan,Senior Staff,1992-11-15,65233
15489,93433,Abdelkader,Tchuente,Senior Staff,1991-04-16,88427
53434,492868,Abdelkader,Trumbly,Staff,1997-03-24,44250
25139,236192,Abdelkader,Whitcomb,Senior Engineer,1993-11-13,49430
24953,235197,Abdelwaheb,Baig,Senior Staff,1987-05-22,46322
1886,20450,Abdelwaheb,Binkley,Senior Engineer,1995-11-09,41934
42872,434700,Abdelwaheb,Botman,Senior Engineer,1996-01-15,40000
45169,447816,Abdelwaheb,Buescher,Engineer,1995-12-08,58957
18578,200108,Abdelwaheb,Chvatal,Senior Engineer,2001-12-16,40000
50920,479432,Abdelwaheb,England,Senior Engineer,1995-06-25,65360
3385,28366,Abdelwaheb,Falster,Senior Engineer,1985-08-19,62653
24981,235326,Abdelwaheb,Gustavson,Senior Engineer,1995-01-08,66235
32192,275710,Abdelwaheb,Hofmeyr,Senior Staff,2001-07-20,51041
384,12222,Abdelwaheb,Holburn,Senior Staff,1996-08-14,55840
44214,442515,Abdelwaheb,Langford,Senior Engineer,1995-04-05,40000
45756,451020,Abdelwaheb,Masada,Senior Staff,1997-11-25,59794
45625,450319,Abdelwaheb,Panienski,Senior Engineer,1994-12-03,54555
34590,288698,Abdelwaheb,Penz,Technique Leader,1988-01-21,40000
41171,425011,Abdelwaheb,Prochazka,Senior Engineer,1999-05-21,40000
24364,232067,Abdelwaheb,Rosay,Engineer,1994-03-10,55385
38382,409123,Abdelwaheb,Schaft,Senior Engineer,1994-09-01,56643
12333,76878,Abdelwaheb,Turnbull,Staff,1995-07-30,64870
41108,424591,Abdelwaheb,Yeung,Senior Staff,1994-07-17,79558
19000,202438,Abdulah,Antonisse,Senior Engineer,1993-03-25,44429
24534,233030,Abdulah,Businaro,Senior Staff,1993-10-27,53542
50574,477389,Abdulah,Claffy,Senior Staff,1997-02-19,99593
29566,261213,Abdulah,Covnot,Senior Staff,1987-07-25,100122
26445,243716,Abdulah,Denos,Technique Leader,1993-05-15,44261
33179,281170,Abdulah,Dulli,Technique Leader,1994-10-09,48437
44850,445928,Abdulah,Ermel,Senior Engineer,1995-09-22,48690
50656,477778,Abdulah,Fadgyas,Senior Staff,1997-10-25,79631
1316,17260,Abdulah,Famili,Engineer,1995-05-18,40000
3895,31058,Abdulah,Frezza,Senior Engineer,1988-02-15,41299
23451,226878,Abdulah,Furedi,Staff,1997-09-09,86694
54456,498450,Abdulah,Gammage,Senior Engineer,1996-08-29,54972
16058,96562,Abdulah,Ghemri,Senior Staff,1994-01-08,51945
29033,258473,Abdulah,Hellwagner,Engineer,1999-11-23,44989
25126,236125,Abdulah,Jumpertz,Senior Engineer,1991-04-06,59417
48703,467242,Abdulah,Kalefeld,Senior Staff,1991-10-27,40000
32431,276971,Abdulah,Kropp,Senior Engineer,1992-12-06,40000
43175,436525,Abdulah,Langford,Senior Engineer,1997-07-15,56029
31796,273429,Abdulah,Lovengreen,Senior Engineer,2000-04-21,64049
28518,255610,Abdulah,Paciorek,Senior Engineer,1996-11-20,68475
20839,212692,Abdulah,Pardalos,Senior Engineer,1995-01-03,47362
49319,470681,Abdulah,Plump,Senior Engineer,2001-02-05,49719
40339,420337,Abdulah,Ranum,Senior Staff,1992-06-10,58648
38268,408551,Abdulah,Schiper,Senior Staff,1996-03-18,98178
4850,36412,Abdulah,Senzako,Senior Staff,1994-06-20,61626
30288,264932,Abdulah,Valiente,Staff,1995-07-30,40000
46969,457801,Abdulla,Antonakopoulos,Senior Staff,1994-08-01,56267
18612,200348,Abdulla,Back,Senior Engineer,1991-05-13,56392
27621,250528,Abdulla,Barvinok,Senior Staff,1988-09-19,41455
30020,263713,Abdulla,Bashian,Senior Engineer,1993-06-19,59364
12669,78441,Abdulla,Beetstra,Senior Engineer,1990-11-03,40000
42349,431769,Abdulla,Benaini,Senior Staff,1992-12-09,64519
54552,498906,Abdulla,Bugrara,Senior Engineer,1987-05-13,63392
42966,435350,Abdulla,Debuse,Senior Staff,1997-07-26,65081
1158,16438,Abdulla,Demeyer,Senior Engineer,1996-04-08,52449
32252,276019,Abdulla,Erev,Senior Staff,1994-10-21,40000
3008,26283,Abdulla,Feldmann,Senior Engineer,1993-12-04,40000
19192,203476,Abdulla,Flasterstein,Senior Staff,1993-03-22,40000
729,14237,Abdulla,Gerlach,Senior Engineer,1994-06-13,57219
15201,91763,Abdulla,Gronowski,Engineer,1998-11-26,50283
34094,286032,Abdulla,Hempstead,Senior Staff,1999-04-02,43757
35311,292744,Abdulla,Ibel,Senior Engineer,1993-02-23,47839
29915,263140,Abdulla,Iisaku,Senior Staff,1998-01-05,76277
46089,452869,Abdulla,Klassen,Senior Engineer,1991-07-01,40000
40016,418603,Abdulla,Kropf,Staff,1996-05-31,40886
29463,260573,Abdulla,Lamparter,Senior Staff,1996-05-20,58846
45352,448846,Abdulla,Lipner,Senior Staff,1992-03-28,74508
2250,22557,Abdulla,Luon,Senior Staff,1988-06-12,82178
14859,89882,Abdulla,Murrill,Senior Engineer,1997-07-17,64346
28232,253928,Abdulla,Oberman,Senior Engineer,1993-03-03,53683
4944,36895,Abdulla,Ozeri,Engineer,1994-03-02,60484
42591,433131,Abdulla,Papastamatiou,Senior Staff,1991-05-13,40613
17899,106552,Abdulla,Schaap,Senior Engineer,1995-01-21,49915
21890,218653,Abdulla,Siochi,Senior Staff,1988-09-26,40000
22434,221453,Abdulla,Staylopatis,Senior Engineer,1987-06-10,40000
36286,297987,Abdulla,Taubenfeld,Senior Engineer,2000-05-31,40000
38919,412324,Abdulla,Tokunaga,Senior Staff,1991-06-20,40000
28012,252764,Abdulla,Vendrig,Staff,1997-09-18,44498
33618,283568,Abdulla,Zallocco,Senior Staff,1992-09-15,40000
21686,217523,Abdulla,Zolotykh,Senior Engineer,1992-03-05,60944
12338,76897,Achilleas,Bamford,Engineer,1999-07-27,50411
47866,462506,Achilleas,Bugaenko,Senior Engineer,1994-09-03,40000
26662,245064,Achilleas,Dayana,Senior Engineer,1997-09-26,40000
18167,107924,Achilleas,Georgakopoulos,Senior Staff,1987-11-10,55206
32272,276089,Achilleas,Goldhammer,Senior Engineer,1994-10-03,54001
50450,476618,Achilleas,Kawashimo,Senior Staff,1994-12-16,40000
41758,428151,Achilleas,Knightly,Staff,1998-06-05,40000
38095,407671,Achilleas,Lanteri,Technique Leader,1990-07-20,57267
9777,62750,Achilleas,Lemarechal,Senior Staff,1995-06-24,78766
31275,270492,Achilleas,Leonhardt,Engineer,1999-08-24,52428
35436,293501,Achilleas,Litecky,Senior Engineer,1995-01-07,42327
28597,256001,Achilleas,Luby,Senior Staff,1994-03-21,55732
50501,477017,Achilleas,Matteis,Engineer,1998-08-11,50163
49776,472984,Achilleas,Molberg,Senior Staff,1992-02-07,40000
47821,462237,Achilleas,Mundy,Senior Engineer,1999-05-13,48170
31140,269776,Achilleas,Pelc,Senior Staff,2000-09-02,56149
24284,231706,Achilleas,Pettey,Senior Staff,1994-04-03,57246
38510,409914,Achilleas,Ramsay,Senior Engineer,1998-08-19,43849
25361,237480,Achilleas,Ranai,Senior Engineer,1996-04-20,40000
10481,66668,Achilleas,Reeken,Senior Staff,1996-05-30,40000
50095,474980,Achilleas,Rindone,Senior Staff,1993-09-12,42091
18894,201976,Achilleas,Rosay,Engineer,1996-09-07,40000
49936,473919,Achilleas,Scallan,Senior Engineer,1994-07-04,40000
42445,432426,Achilleas,Szemeredi,Senior Staff,2001-03-23,62465
40893,423454,Achilleas,Vandervoorde,Senior Engineer,1999-08-18,40000
25196,236447,Achilleas,Vasanthakumar,Senior Staff,1997-01-20,59038
37321,403798,Achilleas,Wissmann,Senior Engineer,1994-05-28,40000
48221,464367,Achilleas,Zhang,Technique Leader,1997-11-26,40000
34801,289878,Adam,Beznosov,Senior Engineer,1994-10-02,51966
24533,233022,Adam,Bisiani,Senior Engineer,1988-05-28,65738
26447,243743,Adam,Cyre,Senior Engineer,1994-08-24,40000
4773,35960,Adam,Danlos,Senior Staff,1995-11-16,52523
20069,208525,Adam,DiGiano,Senior Staff,1996-06-11,79946
16168,97225,Adam,Erez,Technique Leader,1988-05-21,40000
39445,415367,Adam,Esposito,Senior Engineer,1992-03-25,49243
24662,233681,Adam,Fontet,Senior Engineer,1993-06-13,40000
23452,226884,Adam,Fortenbacher,Assistant Engineer,1997-05-19,40000
30437,265814,Adam,Garrabrants,Senior Staff,1997-04-21,40000
40087,418934,Adam,Gurbaxani,Senior Staff,1992-11-30,51582
41689,427795,Adam,Hofting,Senior Staff,1994-11-05,88564
14219,86539,Adam,Junet,Senior Staff,1994-10-06,40000
6123,43241,Adam,Kisuki,Senior Staff,2000-04-19,71985
21116,214307,Adam,Lamma,Senior Engineer,1995-01-25,40000
30443,265830,Adam,Marchegay,Senior Engineer,1988-07-11,40000
48345,465053,Adam,Navazio,Senior Staff,2000-07-07,47193
51504,482523,Adam,Plessier,Technique Leader,1989-11-11,49571
42040,430016,Adam,Randi,Senior Staff,1994-07-08,45009
31666,272727,Adam,Shiratori,Technique Leader,1985-03-25,40000
44929,446319,Adam,Siepmann,Senior Staff,1993-02-10,40000
50312,475886,Adam,Vecchio,Senior Staff,1992-01-12,86937
27354,249174,Adam,Vernadat,Senior Engineer,1991-10-11,89375
47276,459363,Adam,Walston,Senior Engineer,1996-02-04,40000
1436,17925,Adamantios,Baezner,Senior Engineer,1996-03-08,47958
46684,456183,Adamantios,Bennis,Senior Engineer,1998-07-09,40000
35232,292322,Adamantios,Colorni,Senior Staff,1993-03-03,98832
12087,75688,Adamantios,Crooks,Staff,1998-08-22,58658
23168,225363,Adamantios,Cullers,Senior Staff,1986-01-05,40000
53640,493997,Adamantios,Emiris,Staff,1995-06-29,43338
39540,415807,Adamantios,Encarnacion,Senior Staff,1998-09-22,59863
4817,36197,Adamantios,Eppinger,Senior Staff,1996-10-05,40000
37190,402942,Adamantios,Ligten,Senior Staff,1997-08-18,91981
25205,236555,Adamantios,Luga,Senior Staff,1999-08-16,61592
52294,486674,Adamantios,Luke,Senior Engineer,2000-02-21,40000
41855,428732,Adamantios,Malabarba,Senior Engineer,1988-04-20,47588
46022,452527,Adamantios,Nourani,Senior Staff,1994-09-22,55929
3627,29527,Adamantios,Oaver,Senior Staff,1995-11-06,58827
53755,494692,Adamantios,Pehl,Senior Staff,1994-01-06,40000
36134,297201,Adamantios,Rahier,Senior Engineer,1997-09-24,44879
23461,226919,Adamantios,Rehfuss,Senior Staff,1986-09-19,47422
16827,100884,Adamantios,Rousseau,Senior Staff,2000-12-14,44880
37134,402585,Adamantios,Swick,Senior Staff,1996-04-11,45558
30601,266735,Adamantios,Thambidurai,Senior Staff,1994-08-30,40721
52541,488018,Adamantios,Zweizig,Senior Staff,1994-04-20,75933
21394,215776,Adas,Ashish,Senior Engineer,1993-03-10,43918
6577,45743,Adas,Baaleh,Senior Staff,2001-03-14,65720
51345,481694,Adas,Baumann,Senior Engineer,1996-05-30,40000
34158,286412,Adas,Bresenham,Senior Engineer,1999-05-10,40000
27722,251092,Adas,Chenney,Senior Engineer,1994-03-15,59201
38598,410418,Adas,Dahlbom,Senior Engineer,1990-08-21,60695
21022,213786,Adas,Deyuan,Senior Staff,1996-01-14,84123
16852,100974,Adas,Ebeling,Engineer,1994-10-25,40000
46044,452626,Adas,Ertl,Senior Engineer,1987-07-05,40000
39499,415574,Adas,Gimbel,Senior Engineer,1987-05-08,40164
37943,406950,Adas,Heering,Senior Staff,2000-01-25,66766
720,14167,Adas,Hertweck,Senior Engineer,1994-12-01,40000
33915,285065,Adas,Hitomi,Senior Engineer,1993-08-08,48100
54484,498613,Adas,Hofmeyr,Senior Staff,1991-01-02,91907
49414,471239,Adas,Marletta,Senior Staff,1998-11-06,40000
35714,294978,Adas,Pagter,Senior Engineer,1995-09-04,66099
2328,22917,Adas,Pfau,Senior Engineer,1995-11-18,47460
54083,496302,Adas,Plesums,Engineer,1997-07-03,42309
51037,480060,Adas,Radwan,Engineer,1994-12-24,45665
42568,433020,Adas,Rahimi,Engineer,1998-09-10,40000
6794,46960,Adas,Ranze,Senior Engineer,1996-06-26,40000
21774,218061,Adas,Rusterholz,Senior Engineer,1994-12-04,51836
5513,39900,Adas,Schach,Technique Leader,1996-07-14,40000
49545,471815,Adas,Sidje,Senior Engineer,1996-01-18,45408
47881,462559,Adas,Swift,Senior Engineer,1997-11-15,62223
5502,39868,Adas,Tomescu,Senior Engineer,1991-04-18,42251
9213,59734,Adas,Ulupinar,Senior Engineer,1995-12-26,50404
45079,447213,Adas,Warwick,Senior Engineer,1993-12-31,94124
42002,429680,Adas,Weiland,Senior Engineer,1994-09-16,40000
14002,85489,Adas,Zwicker,Senior Staff,1988-09-12,63977
52703,488928,Adel,Bazelow,Senior Staff,1995-01-26,58425
44717,445314,Adel,Caine,Senior Engineer,1996-11-15,50639
31380,271148,Adel,Czaja,Assistant Engineer,1999-05-31,40000
40979,423916,Adel,Ecklund,Senior Staff,1986-04-13,40000
14288,86906,Adel,Fiutem,Senior Engineer,1985-06-07,40433
42993,435590,Adel,Hardjono,Senior Engineer,1997-12-26,40302
22536,221990,Adel,Hiyoshi,Senior Engineer,1995-12-30,54446
11580,73017,Adel,Iisaka,Engineer,2002-01-01,59529
18518,109852,Adel,Kusakabe,Senior Staff,1991-07-10,77482
35580,294288,Adel,Lyonns,Technique Leader,1997-07-04,40000
30248,264717,Adel,McConalogue,Senior Engineer,2001-01-05,40000
27172,248019,Adel,McDermid,Senior Staff,2002-02-25,44341
26903,246467,Adel,Nations,Senior Engineer,1985-09-20,56408
35141,291762,Adel,Paludetto,Senior Engineer,1985-11-30,40000
3615,29507,Adel,Panwar,Senior Engineer,1996-10-05,58624
3647,29659,Adel,Pokrovskii,Senior Staff,1991-06-06,45464
16296,97918,Adel,Pollacia,Senior Staff,1993-08-31,66931
7033,48185,Adel,Pusterhofer,Technique Leader,1988-02-09,40000
5158,37814,Adel,Salvesen,Senior Staff,1995-09-12,86781
8737,57377,Adel,Slobodova,Engineer,1995-08-15,40000
17302,103558,Adel,Unni,Senior Staff,1992-12-24,68004
8138,54407,Adhemar,Attimonelli,Senior Staff,1991-09-24,75611
51740,483667,Adhemar,Baik,Senior Engineer,1995-07-25,40000
2342,22953,Adhemar,Bashian,Senior Staff,1994-12-26,43331
35678,294865,Adhemar,Dalphin,Senior Staff,1995-09-27,40809
20048,208436,Adhemar,Denny,Senior Staff,1987-08-26,63516
15334,92637,Adhemar,Denos,Senior Engineer,1999-03-26,57104
7550,50953,Adhemar,Fiebach,Senior Engineer,1992-07-04,65699
23992,230180,Adhemar,Kamble,Senior Engineer,1990-09-03,64416
35268,292494,Adhemar,Kinley,Senior Engineer,1996-10-31,40000
19610,205779,Adhemar,Kuhnemann,Senior Staff,1999-01-04,72876
26241,242601,Adhemar,Kumaresan,Senior Engineer,1995-12-23,53736
52903,490104,Adhemar,Lowrie,Staff,1998-02-26,78732
29935,263202,Adhemar,Lyonns,Senior Staff,1992-09-14,40000
52439,487422,Adhemar,Maksimenko,Technique Leader,1988-01-21,81540
42813,434327,Adhemar,Middleton,Engineer,1998-06-09,51612
18238,108251,Adhemar,Muhling,Engineer,1998-05-27,53380
39851,417576,Adhemar,Murtagh,Senior Staff,1996-06-25,84269
3354,28281,Adhemar,Oxenboll,Senior Staff,1998-12-05,101359
1448,18020,Adhemar,Pelz,Senior Staff,1993-03-31,40000
17990,106985,Adhemar,Pfau,Senior Engineer,1995-04-18,40000
41446,426606,Adhemar,Range,Senior Staff,1996-05-19,57683
6717,46470,Adhemar,Rassart,Technique Leader,1987-06-18,40000
22249,220419,Adhemar,Seuren,Senior Engineer,1987-01-29,40000
39841,417545,Adhemar,Trystram,Senior Engineer,1986-04-04,40000
52773,489365,Adhemar,Validov,Senior Engineer,1993-06-05,58626
42213,431078,Adib,Ananiadou,Senior Staff,1994-07-01,73990
9907,63487,Adib,Badr,Senior Engineer,2000-05-21,51806
12308,76760,Adib,Bale,Engineer,2002-02-04,48303
42439,432402,Adib,Basagni,Senior Engineer,1999-09-21,43555
7403,50102,Adib,Boudaillier,Engineer,1999-10-21,40000
1383,17674,Adib,Braccini,Senior Engineer,1993-03-19,43044
47680,461672,Adib,Cardazo,Senior Engineer,2000-09-04,40000
9940,63638,Adib,Chepyzhov,Senior Staff,1992-11-09,40000
50702,478037,Adib,Halevi,Senior Engineer,1993-03-05,52879
24335,231959,Adib,Hatcliff,Senior Staff,2001-05-06,66327
52408,487280,Adib,Hitomi,Senior Engineer,1999-01-14,40000
21467,216230,Adib,Kabayashi,Technique Leader,1997-03-19,54257
42347,431761,Adib,Kinley,Senior Staff,1994-06-20,81278
4245,32849,Adib,Kornyak,Senior Engineer,1987-05-12,55787
13658,83698,Adib,Krohn,Senior Staff,1985-11-17,40000
2389,23204,Adib,Lieblein,Senior Staff,2001-08-26,40000
2772,25037,Adib,Magliocco,Senior Engineer,1999-11-18,63524
26932,246630,Adib,Markovitch,Engineer,2001-07-07,69702
46981,457853,Adib,Morrey,Senior Engineer,1994-04-21,45544
41973,429493,Adib,Motley,Senior Engineer,1999-03-17,40000
43178,436585,Adib,Pargas,Senior Staff,1994-03-12,62647
18922,202119,Adib,Passino,Senior Staff,1994-05-07,57403
176,11070,Adib,Raney,Senior Engineer,1991-07-24,40000
25491,238149,Adib,Rothe,Senior Engineer,1995-10-25,42785
106,10718,Adib,Rullman,Senior Engineer,1997-07-21,75473
2300,22794,Adib,Schiper,Senior Staff,1996-12-14,40000
33949,285226,Adib,Schonegge,Senior Engineer,2000-09-18,40000
10714,67989,Adib,Schwaller,Senior Staff,1993-12-23,67666
37513,404850,Adib,Sevcikova,Senior Engineer,1993-11-29,40000
32652,278280,Adib,Shiratori,Senior Staff,1995-10-04,41063
48670,467011,Adib,Srimani,Senior Staff,1996-01-22,76953
30630,266871,Adib,Tsukune,Senior Engineer,1992-09-26,46567
44218,442550,Adib,Vadhan,Senior Engineer,1994-02-17,40000
37525,404884,Adib,Yetim,Senior Engineer,2000-06-21,51045
48625,466711,Adib,Zeidenstein,Senior Staff,1986-12-24,40000
41562,427159,Adib,Zockler,Technique Leader,1987-08-15,40000
19986,208020,Adil,Boudaillier,Senior Engineer,1993-06-30,40000
35823,295651,Adil,Coombs,Senior Staff,1985-08-14,54215
285,11624,Adil,Gammage,Senior Engineer,1996-07-15,42001
30496,266079,Adil,Ghemri,Senior Engineer,1993-02-08,40000
48554,466279,Adil,Goodrum,Senior Staff,1995-03-24,86419
25054,235658,Adil,Gyorkos,Senior Staff,1995-06-28,57958
29097,258752,Adil,Jervis,Senior Staff,1993-09-24,50527
52567,488168,Adil,Kenevan,Senior Engineer,2000-07-06,40000
27006,247116,Adil,Lambe,Senior Engineer,1996-09-04,40000
50640,477682,Adil,Miyakawa,Staff,1998-08-16,81498
25492,238155,Adil,Nittel,Engineer,1997-10-31,50513
841,14906,Adil,Parveen,Senior Staff,1996-12-10,54758
29112,258831,Adil,Perin,Senior Staff,1991-06-02,64905
19754,206604,Adil,Rajala,Senior Engineer,1992-12-14,66204
25300,237175,Adil,Reutenauer,Senior Staff,1994-12-14,53992
3016,26315,Adil,Schnabel,Senior Staff,1987-02-01,40000
51473,482366,Adil,Schurmann,Senior Engineer,1995-02-16,70161
21860,218504,Adil,Shobatake,Senior Staff,1997-06-09,65027
7528,50838,Adil,Skogmar,Senior Staff,1993-09-05,45211
25039,235573,Adil,Stamatiou,Senior Staff,1997-02-07,62788
1776,19841,Adil,Straney,Staff,1996-04-12,49999
34103,286084,Adil,Swist,Senior Staff,1994-11-15,55712
28082,253165,Adin,Assaf,Senior Engineer,1998-08-31,40000
3176,27319,Adin,Bashian,Senior Staff,1996-12-05,53917
43361,437483,Adin,Callaway,Senior Staff,1995-05-13,40000
42912,434988,Adin,Cannata,Senior Engineer,1992-08-03,40000
13247,81553,Adin,Fortenbacher,Senior Staff,1995-04-23,40000
33434,282630,Adin,Gimbel,Senior Engineer,1993-03-05,40000
33989,285513,Adin,Kamber,Technique Leader,1989-10-02,40000
4868,36537,Adin,Kawashima,Senior Engineer,1993-02-05,40000
40668,422131,Adin,Kleiser,Engineer,1999-04-19,44304
7270,49434,Adin,Koblitz,Senior Engineer,1993-07-01,40000
